Date,Location,Vehicle_Type,Violation_Type,Fine_Amount (₹),Repeat_Offender,Weather_Condition,Time_of_Day,Road_Condition,Driver_Age_Group,Passengers_Count,Traffic_Density,License_Status,Accident_Involved,Speed_Recorded (km/h),Vehicle_Registration_State,Officer_ID,Previous_Violations,Insurance_Penalty (₹),Fine_Payment_Status
05-06-2024,Signature Tower Chowk,Bus,Speeding,1523,FALSE,Cloudy,Evening,Slippery,50+,2,Low,Valid,FALSE,6,Rajasthan,8,1,3878,Disputed
20-05-2024,Golf Course Road,Car,DUI,6802,FALSE,Cloudy,Afternoon,Under Construction,18-25,4,High,Suspended,FALSE,49,Uttar Pradesh,9,1,3834,Disputed
08-09-2024,Huda City Center,Auto-rickshaw,No Seatbelt,1000,FALSE,Stormy,Night,Dry,26-35,1,Medium,Expired,FALSE,103,Rajasthan,4,2,2884,Paid
20-02-2024,Huda City Center,Car,Wrong-Side Driving,4662,FALSE,Stormy,Afternoon,Under Construction,26-35,5,High,Expired,TRUE,110,Rajasthan,8,3,1893,Unpaid
12-11-2024,Cyber City,Auto-rickshaw,DUI,,TRUE,Clear,Morning,Slippery,36-50,5,High,Learner,FALSE,51,Delhi,1,1,2755,Paid
06-12-2024,Sector 29,Bus,Speeding,1701,TRUE,Stormy,Evening,Wet,26-35,2,High,Valid,TRUE,73,Rajasthan,8,1,1523,Unpaid
28-04-2024,Udyog Vihar,Bus,DUI,6798,FALSE,Foggy,Evening,Wet,26-35,10,Medium,Valid,FALSE,60,Punjab,10,2,4098,Paid
05-08-2024,Sheetala Mata Road,Bus,No Seatbelt,1000,FALSE,Clear,Afternoon,Wet,18-25,2,Low,Suspended,TRUE,37,Delhi,9,1,4642,Disputed
01-01-2024,Sector 56,Truck,Red-Light Jump,3653,FALSE,Stormy,Night,Under Construction,26-35,3,Medium,Valid,FALSE,117,Rajasthan,10,2,573,Unpaid
13-10-2024,Manesar Toll,Bus,DUI,8150,FALSE,Stormy,Night,Wet,36-50,0,Medium,Suspended,TRUE,29,Delhi,5,1,3596,Paid
18-05-2024,Signature Tower Chowk,Car,Red-Light Jump,3256,FALSE,Rainy,Evening,Dry,36-50,2,Low,Suspended,TRUE,11,Haryana,6,1,1606,Paid
07-03-2024,Sector 56,Bike,Red-Light Jump,,TRUE,Rainy,Night,Slippery,36-50,2,Medium,Learner,FALSE,96,Haryana,7,3,3923,Paid
20-06-2024,Sohna Road near Iris Tech Park,Bike,DUI,5779,FALSE,Rainy,Evening,Dry,50+,2,High,Expired,FALSE,38,Delhi,7,1,4666,Disputed
15-01-2024,Sector 56,Bus,DUI,5002,FALSE,Stormy,Evening,Wet,26-35,1,Medium,Learner,FALSE,116,Delhi,6,3,2094,Paid
02-01-2024,Huda City Center,Bike,Speeding,1522,TRUE,Cloudy,Morning,Under Construction,18-25,3,Medium,Expired,FALSE,86,Punjab,7,3,4737,Paid
24-01-2024,Sector 29,Auto-rickshaw,No Seatbelt,1000,TRUE,Stormy,Morning,Under Construction,36-50,5,High,Learner,TRUE,63,Punjab,8,2,2835,Unpaid
21-02-2024,IFFCO Chowk,Bike,Red-Light Jump,3157,TRUE,Cloudy,Night,Slippery,26-35,2,Medium,Learner,FALSE,101,Punjab,1,3,2434,Disputed
27-10-2024,Sector 29,Auto-rickshaw,Wrong-Side Driving,3705,TRUE,Stormy,Evening,Under Construction,50+,1,Low,Learner,FALSE,112,Punjab,4,2,4181,Paid
05-08-2024,NH-8,Bike,DUI,7887,FALSE,Clear,Morning,Under Construction,26-35,2,High,Valid,FALSE,111,Haryana,4,3,3130,Disputed
25-03-2024,Sohna Road near Iris Tech Park,Truck,Wrong-Side Driving,6178,FALSE,Stormy,Night,Wet,50+,1,High,Learner,FALSE,29,Rajasthan,9,3,1608,Disputed
23-03-2024,Rajiv Chowk,Bike,No Helmet,1000,TRUE,Stormy,Evening,Slippery,26-35,1,Medium,Learner,FALSE,3,Delhi,6,3,3241,Paid
27-03-2024,MG Road,Truck,No Seatbelt,1000,FALSE,Cloudy,Night,Under Construction,50+,5,Medium,Learner,FALSE,11,Rajasthan,1,2,2142,Paid
11-01-2024,Manesar Toll,Auto-rickshaw,Speeding,1818,TRUE,Rainy,Morning,Wet,36-50,1,High,Suspended,TRUE,93,Rajasthan,6,2,2239,Paid
09-11-2024,Sheetala Mata Road,Bus,Red-Light Jump,1597,FALSE,Stormy,Afternoon,Slippery,50+,4,Medium,Learner,FALSE,113,Rajasthan,6,3,2710,Paid
13-04-2024,IFFCO Chowk,Car,Speeding,4207,TRUE,Foggy,Evening,Wet,26-35,3,High,Valid,FALSE,88,Delhi,9,3,988,Paid
10-09-2024,Sohna Road near Iris Tech Park,Car,Red-Light Jump,4283,FALSE,Rainy,Night,Slippery,50+,1,Low,Learner,TRUE,31,Haryana,1,1,2591,Paid
27-04-2024,Golf Course Road,Bike,Wrong-Side Driving,2950,FALSE,Cloudy,Morning,Wet,26-35,0,High,Expired,TRUE,101,Haryana,4,2,1288,Unpaid
19-07-2024,Manesar Toll,Bus,Red-Light Jump,3767,FALSE,Stormy,Afternoon,Slippery,26-35,5,Low,Expired,FALSE,4,Rajasthan,6,3,2189,Paid
01-08-2024,MG Road,Bus,DUI,8494,FALSE,Foggy,Evening,Wet,18-25,3,High,Valid,TRUE,22,Haryana,3,1,1196,Disputed
05-05-2024,Rajiv Chowk,Bike,Speeding,1083,TRUE,Stormy,Afternoon,Under Construction,36-50,3,Low,Valid,FALSE,101,Delhi,3,3,2523,Unpaid
09-06-2024,Cyber City,Bike,DUI,8376,FALSE,Rainy,Evening,Wet,26-35,1,High,Expired,FALSE,33,Haryana,9,2,3103,Unpaid
09-02-2024,NH-8,Bus,Red-Light Jump,3230,TRUE,Rainy,Afternoon,Dry,26-35,2,High,Expired,FALSE,48,Delhi,8,1,2982,Unpaid
10-04-2024,Cyber City,Auto-rickshaw,DUI,8389,FALSE,Stormy,Afternoon,Dry,36-50,4,Low,Expired,TRUE,18,Haryana,6,1,4594,Disputed
21-06-2024,Huda City Center,Bus,Wrong-Side Driving,2666,FALSE,Rainy,Night,Wet,18-25,2,Medium,Suspended,TRUE,71,Delhi,10,2,2660,Paid
01-02-2024,IFFCO Chowk,Truck,Wrong-Side Driving,3723,TRUE,Rainy,Evening,Slippery,50+,4,Medium,Learner,TRUE,49,Rajasthan,1,1,1366,Disputed
13-08-2024,Golf Course Road,Car,Red-Light Jump,4237,FALSE,Stormy,Afternoon,Under Construction,36-50,5,High,Valid,TRUE,79,Rajasthan,7,3,4629,Unpaid
18-03-2024,Sector 56,Auto-rickshaw,Speeding,,FALSE,Stormy,Afternoon,Wet,18-25,1,Medium,Suspended,TRUE,109,Haryana,8,3,4207,Disputed
02-08-2024,Sheetala Mata Road,Auto-rickshaw,Red-Light Jump,3052,FALSE,Rainy,Evening,Under Construction,50+,5,Low,Learner,FALSE,16,Rajasthan,1,3,1825,Paid
06-09-2024,Udyog Vihar,Bus,Wrong-Side Driving,6988,FALSE,Clear,Night,Slippery,18-25,5,Medium,Expired,TRUE,32,Uttar Pradesh,9,2,3279,Disputed
02-07-2024,NH-8,Bike,Speeding,4403,TRUE,Foggy,Afternoon,Under Construction,36-50,3,Medium,Suspended,TRUE,52,Rajasthan,9,3,1006,Paid
17-05-2024,Sheetala Mata Road,Car,Wrong-Side Driving,4176,TRUE,Cloudy,Afternoon,Dry,26-35,2,Low,Valid,TRUE,65,Uttar Pradesh,6,1,4274,Unpaid
24-01-2024,NH-8,Bus,Wrong-Side Driving,7452,TRUE,Stormy,Night,Under Construction,26-35,1,High,Valid,TRUE,119,Delhi,5,3,1284,Paid
23-12-2024,Udyog Vihar,Truck,Speeding,3435,FALSE,Cloudy,Evening,Dry,36-50,1,Medium,Valid,TRUE,21,Delhi,2,1,2559,Paid
10-02-2024,NH-8,Auto-rickshaw,Speeding,3892,FALSE,Foggy,Afternoon,Under Construction,36-50,4,Medium,Learner,TRUE,80,Punjab,9,3,1527,Paid
13-01-2024,Cyber City,Auto-rickshaw,Wrong-Side Driving,5617,FALSE,Rainy,Morning,Under Construction,18-25,5,High,Valid,TRUE,72,Punjab,8,3,547,Unpaid
08-09-2024,Sikanderpur,Auto-rickshaw,Wrong-Side Driving,2907,FALSE,Rainy,Afternoon,Dry,50+,0,Low,Learner,TRUE,6,Haryana,9,1,4702,Unpaid
09-12-2024,Sohna Road near Iris Tech Park,Car,Wrong-Side Driving,,TRUE,Cloudy,Evening,Dry,36-50,3,Low,Valid,TRUE,57,Haryana,4,2,2038,Unpaid
01-10-2024,Signature Tower Chowk,Truck,Wrong-Side Driving,2570,FALSE,Stormy,Afternoon,Under Construction,26-35,2,Medium,Expired,FALSE,114,Delhi,3,2,4169,Paid
03-08-2024,MG Road,Car,No Seatbelt,1000,TRUE,Cloudy,Evening,Wet,26-35,3,High,Expired,TRUE,37,Delhi,2,3,2648,Disputed
18-01-2024,NH-8,Car,DUI,43125,FALSE,Rainy,Evening,Wet,36-50,5,High,Valid,TRUE,3,Haryana,10,1,3722,Unpaid
14-12-2024,Sohna Road near Iris Tech Park,Truck,Red-Light Jump,2848,FALSE,Clear,Afternoon,Slippery,18-25,0,Low,Expired,TRUE,113,Punjab,8,2,2983,Unpaid
27-09-2024,Sector 56,Car,No Seatbelt,1000,FALSE,Stormy,Night,Dry,26-35,2,Low,Learner,FALSE,18,Haryana,10,3,1755,Disputed
10-07-2024,Rajiv Chowk,Car,DUI,9857,FALSE,Foggy,Evening,Wet,18-25,5,Medium,Suspended,TRUE,83,Delhi,10,2,977,Disputed
18-09-2024,Sheetala Mata Road,Bike,No Helmet,1000,FALSE,Rainy,Morning,Dry,26-35,1,High,Valid,FALSE,73,Delhi,1,3,912,Paid
20-05-2024,Sector 29,Truck,Wrong-Side Driving,2476,FALSE,Clear,Morning,Under Construction,26-35,1,Medium,Learner,TRUE,40,Delhi,4,1,1260,Paid
13-10-2024,Sector 56,Car,Speeding,1417,FALSE,Foggy,Night,Dry,36-50,2,High,Learner,FALSE,14,Rajasthan,4,2,1817,Unpaid
15-08-2024,Huda City Center,Bike,Red-Light Jump,3857,TRUE,Clear,Evening,Slippery,26-35,2,High,Expired,FALSE,66,Punjab,1,1,1351,Unpaid
17-04-2024,Sheetala Mata Road,Car,Wrong-Side Driving,7712,FALSE,Clear,Night,Wet,36-50,3,High,Expired,FALSE,110,Punjab,10,1,1048,Disputed
13-01-2024,Sector 29,Bike,DUI,8843,TRUE,Clear,Night,Wet,36-50,2,Medium,Expired,TRUE,59,Delhi,3,2,2206,Unpaid
13-08-2024,MG Road,Bus,Red-Light Jump,4145,FALSE,Cloudy,Evening,Under Construction,26-35,1,High,Valid,FALSE,45,Rajasthan,8,3,1632,Disputed
